customer_id,age,gender,region,plan_type,tenure_months,days_since_last_purchase,purchase_frequency,avg_order_value,total_spend,login_frequency_monthly,email_open_rate,pages_per_session,support_tickets,avg_resolution_days,complaints,churn,rfm_score,engagement_score,support_risk,gender_enc,region_enc,plan_type_enc,churn_probability,risk_tier
CUST0144,20,Female,South,Premium,33,50,7.5,10.0,206.25,1.1,0.17,3.3,1,2.9,1,0,0.3729166666666666,0.11333333333333334,2.2071428571428573,0,2,1,0.2448,Low risk
CUST0145,18,Male,South,Basic,55,98,1.0,35.54,162.89,0.6,0.16,7.1,0,2.5,0,1,0.12045000000000002,0.15266666666666667,0.17857142857142858,1,2,0,0.9814,High risk
CUST0146,22,Male,South,Premium,58,115,1.1,63.6,338.14,2.4,0.26,3.5,2,0.5,0,1,0.08891666666666664,0.16466666666666666,0.03571428571428571,1,2,1,0.9642,High risk
CUST0147,43,Male,North,Standard,7,13,2.9,53.36,90.27,9.1,0.13,1.0,1,0.5,0,0,0.45188333333333336,0.20400000000000001,0.03571428571428571,1,1,2,0.0617,Low risk
CUST0148,31,Male,West,Standard,52,118,5.9,70.57,1804.24,10.0,0.28,5.6,2,1.6,0,1,0.168725,0.3253333333333333,0.1142857142857143,1,3,2,0.9652,High risk
CUST0149,56,Male,North,Standard,57,1,0.5,108.39,257.43,4.6,0.3,7.1,1,0.8,2,0,0.4957416666666667,0.2613333333333333,4.057142857142857,1,1,2,0.1224,Low risk
CUST0150,44,Male,East,Premium,12,34,4.7,82.15,386.1,6.5,0.42,3.1,2,3.5,0,1,0.437375,0.27566666666666667,0.25,1,0,1,0.6038,Medium risk
CUST0151,26,Male,North,Standard,16,93,4.2,49.82,278.99,0.6,0.21,5.4,3,3.1,1,1,0.20501666666666665,0.14500000000000002,2.2214285714285715,1,1,2,0.9827,High risk
CUST0152,32,Male,North,Standard,16,48,1.1,115.63,169.59,4.4,0.27,4.3,1,4.4,1,1,0.3556083333333333,0.21166666666666667,2.3142857142857145,1,1,2,0.8161,High risk
CUST0153,32,Female,East,Basic,43,111,4.6,32.13,529.61,5.5,0.12,3.2,2,1.7,0,1,0.13727499999999998,0.17033333333333334,0.12142857142857143,0,0,0,0.9777,High risk
CUST0154,43,Female,East,Standard,53,77,11.3,81.66,4075.51,1.1,0.44,5.7,1,0.9,1,0,0.4091333333333333,0.22633333333333336,2.0642857142857145,0,0,2,0.0246,Low risk
CUST0155,59,Male,East,Basic,36,48,0.5,28.8,43.2,10.6,0.43,2.4,2,1.9,1,0,0.27275,0.33766666666666667,2.1357142857142857,1,0,0,0.1741,Low risk
CUST0156,30,Male,North,Standard,13,49,1.5,82.57,134.18,1.1,0.08,4.1,0,0.5,1,0,0.33172500000000005,0.097,2.0357142857142856,1,1,2,0.5377,Medium risk
CUST0157,68,Female,North,Standard,7,117,2.3,65.44,87.8,1.9,0.66,4.5,1,0.5,0,1,0.10478333333333334,0.2896666666666667,0.03571428571428571,0,1,2,0.9443,High risk
CUST0158,49,Male,East,Standard,36,64,9.2,107.47,2966.17,4.8,0.11,4.4,2,0.5,1,1,0.43722500000000003,0.1716666666666667,2.0357142857142856,1,0,2,0.7844,High risk
CUST0159,56,Male,West,Basic,47,61,13.1,96.62,4957.41,5.1,0.46,2.4,1,1.0,2,0,0.5064333333333333,0.255,4.071428571428571,1,3,0,0.0554,Low risk
CUST0160,66,Male,West,Basic,51,29,2.3,57.39,560.99,6.0,0.33,8.1,1,0.5,0,0,0.39140833333333336,0.307,0.03571428571428571,1,3,0,0.0787,Low risk
CUST0161,69,Female,South,Standard,9,39,5.5,51.63,212.97,0.6,0.33,6.5,2,0.5,1,0,0.409275,0.19566666666666666,2.0357142857142856,0,2,2,0.2835,Low risk
CUST0162,49,Female,East,Basic,32,88,3.0,65.55,524.4,9.5,0.22,6.0,1,1.9,1,1,0.21379166666666669,0.30433333333333334,2.1357142857142857,0,0,0,0.9713,High risk
CUST0163,21,Female,South,Basic,11,26,3.1,131.27,373.03,3.8,0.47,6.9,1,10.6,1,1,0.47697500000000004,0.29633333333333334,2.757142857142857,0,2,0,0.3361,Low risk
CUST0164,47,Female,West,Basic,8,17,1.3,123.57,107.09,3.2,0.16,4.1,1,0.5,0,0,0.46905833333333335,0.156,0.03571428571428571,0,3,0,0.0464,Low risk
CUST0165,54,Female,South,Premium,33,71,1.0,45.95,126.36,19.8,0.16,3.3,0,1.6,1,0,0.219125,0.422,2.1142857142857143,0,2,1,0.1776,Low risk
CUST0166,40,Male,East,Standard,23,13,1.4,99.01,265.68,6.7,0.13,1.8,1,0.5,0,0,0.46367500000000006,0.17466666666666666,0.03571428571428571,1,0,2,0.0562,Low risk
CUST0167,56,Female,East,Basic,25,69,3.3,23.06,158.54,0.6,0.31,2.6,2,5.4,1,1,0.2469666666666667,0.13766666666666666,2.3857142857142857,0,0,0,0.9899,High risk
CUST0168,62,Male,East,Basic,56,26,0.5,61.58,143.69,7.1,0.55,2.0,0,0.7,0,0,0.3734,0.31,0.049999999999999996,1,0,0,0.0163,Low risk
CUST0169,32,Male,North,Basic,8,49,9.5,47.17,298.74,0.5,0.27,2.9,2,4.2,0,0,0.44222500000000003,0.128,0.3,1,1,0,0.1213,Low risk
CUST0170,60,Female,South,Premium,45,67,0.7,107.08,281.08,0.1,0.59,4.6,1,0.7,1,1,0.27815,0.24,2.05,0,2,1,0.9492,High risk
CUST0171,46,Female,West,Standard,22,7,1.0,36.28,66.51,2.6,0.17,5.8,0,3.3,0,0,0.42440000000000005,0.1716666666666667,0.2357142857142857,0,3,2,0.0933,Low risk
CUST0172,53,Male,West,Basic,59,58,2.9,87.88,1253.02,25.2,0.27,5.8,3,0.5,1,1,0.33065,0.5783333333333334,2.0357142857142856,1,3,0,0.7583,High risk
CUST0173,30,Male,West,Basic,4,49,5.0,75.02,125.03,1.0,0.05,1.7,0,0.7,2,1,0.3866833333333334,0.05433333333333333,4.05,1,3,0,0.9486,High risk
CUST0174,49,Male,North,Basic,40,103,0.5,69.74,116.23,5.6,0.27,5.4,1,0.5,0,1,0.12353333333333336,0.24633333333333335,0.03571428571428571,1,1,0,0.9513,High risk
CUST0175,24,Female,North,Standard,3,53,1.5,125.15,46.93,1.0,0.49,6.3,1,0.6,0,1,0.35387500000000005,0.24766666666666665,0.04285714285714286,0,1,2,0.7546,High risk
CUST0176,68,Female,East,Premium,29,65,13.9,127.79,4292.68,6.5,0.17,3.5,1,3.6,1,0,0.533075,0.206,2.257142857142857,0,0,1,0.0305,Low risk
CUST0177,39,Female,West,Basic,41,113,1.2,70.67,289.75,3.5,0.32,6.4,1,2.0,0,1,0.10322500000000001,0.23966666666666667,0.14285714285714285,0,3,0,0.9857,High risk
CUST0178,45,Female,North,Basic,29,62,1.5,64.62,234.25,5.7,0.03,5.8,1,1.0,0,1,0.2734333333333333,0.18133333333333335,0.07142857142857142,0,1,0,0.8549,High risk
CUST0179,19,Female,East,Basic,34,17,7.2,29.79,607.72,1.1,0.44,1.5,1,7.1,0,0,0.49415833333333337,0.17033333333333334,0.5071428571428571,0,0,0,0.1028,Low risk
CUST0180,59,Male,West,Premium,34,43,0.5,74.87,106.07,6.8,0.48,8.4,1,1.3,2,0,0.3278083333333333,0.3693333333333333,4.0928571428571425,1,3,1,0.1115,Low risk
CUST0181,62,Female,South,Basic,28,25,2.5,133.6,779.33,27.2,0.06,2.6,0,7.0,0,0,0.47175,0.506,0.5,0,2,0,0.0536,Low risk
CUST0182,23,Male,East,Premium,13,3,1.9,71.14,146.43,5.5,0.25,5.9,1,0.5,1,0,0.48253333333333337,0.24533333333333335,2.0357142857142856,1,0,1,0.0516,Low risk
CUST0183,45,Male,North,Standard,15,79,1.5,96.86,181.61,3.4,0.46,5.8,2,4.7,1,0,0.24363333333333337,0.272,2.335714285714286,1,1,2,0.4576,Medium risk
CUST0184,45,Male,North,Basic,23,29,1.3,33.08,82.42,12.8,0.2,1.6,1,0.5,2,0,0.35365,0.29466666666666663,4.035714285714286,1,1,0,0.2805,Low risk
CUST0185,61,Female,East,Basic,44,117,0.5,61.96,113.59,0.1,0.12,4.4,1,1.6,0,1,0.07038333333333335,0.09633333333333333,0.1142857142857143,0,0,0,0.9967,High risk
CUST0186,61,Female,East,Basic,26,107,1.5,88.87,288.83,6.5,0.3,5.8,1,1.1,0,1,0.14364166666666667,0.27566666666666667,0.07857142857142858,0,0,0,0.976,High risk
CUST0187,37,Female,North,Standard,4,32,0.5,78.18,13.03,11.0,0.42,1.5,0,1.5,1,1,0.36723333333333336,0.32933333333333337,2.107142857142857,0,1,2,0.8157,High risk
CUST0188,47,Male,South,Premium,26,26,6.1,99.74,1318.23,0.3,0.4,4.2,1,1.6,0,0,0.5032,0.181,0.1142857142857143,1,2,1,0.0463,Low risk
CUST0189,28,Male,West,Standard,40,16,2.0,56.92,379.47,3.0,0.2,6.0,4,1.0,0,1,0.4291,0.19,0.07142857142857142,1,3,2,0.6796,Medium risk
CUST0190,45,Male,South,Standard,9,25,2.3,22.5,38.81,1.1,0.56,6.1,0,12.6,2,1,0.37566666666666665,0.26766666666666666,4.9,1,2,2,0.9085,High risk
CUST0191,42,Male,East,Basic,55,54,9.0,108.66,4482.22,4.2,0.05,3.2,1,7.5,0,0,0.4680500000000001,0.12766666666666668,0.5357142857142857,1,0,0,0.0812,Low risk
CUST0192,56,Male,South,Premium,5,28,4.3,46.92,84.06,5.2,0.33,7.1,0,6.5,0,1,0.42101666666666665,0.2803333333333333,0.4642857142857143,1,2,1,0.8865,High risk
CUST0193,50,Male,North,Premium,56,73,0.5,90.2,210.47,1.8,0.53,6.6,1,7.7,1,1,0.24058333333333337,0.277,2.55,1,1,1,0.8945,High risk
CUST0194,18,Female,East,Basic,32,56,11.5,88.53,2714.92,3.1,0.28,4.5,0,3.2,0,1,0.48835833333333334,0.19566666666666666,0.2285714285714286,0,0,0,0.0293,Low risk
CUST0195,44,Female,West,Premium,20,65,1.1,25.09,46.0,1.6,0.19,2.7,0,8.9,1,1,0.22349166666666667,0.11966666666666667,2.6357142857142857,0,3,1,0.9842,High risk
CUST0196,69,Female,North,Standard,50,93,0.5,106.47,221.81,2.3,0.23,1.7,0,4.5,1,1,0.187475,0.13,2.3214285714285716,0,1,2,0.995,High risk
CUST0197,30,Female,North,Standard,11,86,5.8,58.0,308.37,0.9,0.21,4.8,1,1.1,0,1,0.26316666666666666,0.14200000000000002,0.07857142857142858,0,1,2,0.9691,High risk
CUST0198,58,Male,West,Standard,15,80,2.8,76.65,268.27,10.8,0.31,6.9,2,3.1,0,1,0.24620833333333336,0.36500000000000005,0.22142857142857145,1,3,2,0.8765,High risk
CUST0199,20,Male,West,Premium,32,41,2.3,64.25,394.07,0.1,0.25,3.7,2,4.9,1,1,0.357125,0.126,2.35,1,3,1,0.923,High risk
CUST0200,56,Female,South,Standard,28,115,1.1,123.68,317.45,10.7,0.06,2.3,3,2.5,1,1,0.13898333333333332,0.22699999999999998,2.1785714285714284,0,2,2,0.995,High risk
CUST0201,23,Male,East,Basic,22,108,3.2,115.3,676.43,4.2,0.25,5.6,0,1.1,0,0,0.19208333333333333,0.21966666666666668,0.07857142857142858,1,0,0,0.3312,Low risk
CUST0202,25,Female,West,Basic,41,51,1.3,20.63,91.63,2.0,0.37,4.3,1,0.5,1,0,0.26994166666666664,0.2016666666666667,2.0357142857142856,0,3,0,0.8215,High risk
CUST0203,44,Female,West,Premium,17,118,9.3,142.76,1880.86,6.4,0.09,5.0,1,3.3,0,1,0.2883833333333333,0.20033333333333336,0.2357142857142857,0,3,1,0.9632,High risk
CUST0204,26,Female,East,Basic,59,105,1.0,54.65,268.7,3.5,0.19,2.9,2,6.1,0,1,0.11304166666666668,0.154,0.43571428571428567,0,0,0,0.9746,High risk
CUST0205,54,Male,West,Basic,26,71,8.6,138.07,2572.7,3.5,0.35,3.3,1,0.9,2,1,0.4288916666666666,0.20733333333333334,4.064285714285714,1,3,0,0.8917,High risk
CUST0206,50,Female,West,Standard,44,78,3.3,67.31,814.45,0.6,0.32,2.9,2,0.5,0,1,0.25384166666666663,0.14466666666666667,0.03571428571428571,0,3,2,0.9439,High risk
CUST0207,68,Female,South,Standard,7,29,7.1,64.77,268.26,2.5,0.18,5.0,3,0.8,2,1,0.4815583333333333,0.16233333333333333,4.057142857142857,0,2,2,0.8901,High risk
CUST0208,59,Female,North,Standard,42,83,5.0,67.58,1182.65,1.4,0.3,3.3,2,1.7,1,1,0.26715,0.15733333333333333,2.1214285714285714,0,1,2,0.9671,High risk
CUST0209,61,Male,North,Premium,57,19,4.8,62.98,1435.94,0.1,0.18,5.2,1,0.8,0,0,0.47314999999999996,0.125,0.05714285714285715,1,1,1,0.053,Low risk
CUST0210,41,Male,North,Basic,26,66,1.6,150.73,522.53,2.2,0.26,2.8,2,1.9,0,1,0.3336083333333333,0.152,0.1357142857142857,1,1,0,0.9344,High risk
CUST0211,32,Female,North,Basic,25,41,1.1,72.71,166.63,0.5,0.26,5.0,1,6.8,0,1,0.343175,0.153,0.4857142857142857,0,1,0,0.8828,High risk
CUST0212,49,Male,West,Basic,10,45,0.9,65.93,49.45,1.5,0.62,5.4,0,2.2,0,0,0.32069166666666665,0.28300000000000003,0.15714285714285717,1,3,0,0.1089,Low risk
CUST0213,49,Male,East,Premium,59,15,7.8,77.31,2964.84,0.5,0.18,4.7,1,0.9,1,1,0.550925,0.125,2.0642857142857145,1,0,1,0.6984,Medium risk
CUST0214,41,Male,East,Standard,45,3,6.9,45.98,1189.73,0.5,0.14,5.8,1,5.5,0,0,0.5490666666666667,0.12766666666666668,0.39285714285714285,1,0,2,0.1017,Low risk
CUST0215,58,Male,South,Basic,19,11,2.3,122.91,447.6,1.1,0.3,3.0,0,1.7,0,0,0.5060083333333334,0.14833333333333334,0.12142857142857143,1,2,0,0.0568,Low risk
CUST0216,69,Male,South,Premium,11,53,0.6,30.87,16.98,30.0,0.34,5.4,2,0.5,2,0,0.2595583333333334,0.6739999999999999,4.035714285714286,1,2,1,0.1061,Low risk
CUST0217,66,Male,West,Premium,13,46,1.9,56.58,116.46,0.0,0.26,4.5,0,1.4,0,0,0.3270666666666667,0.138,0.09999999999999999,1,3,1,0.2809,Low risk
CUST0218,66,Male,East,Premium,53,30,3.9,103.1,1775.9,5.1,0.35,2.4,0,2.1,0,0,0.45416666666666666,0.222,0.15,1,0,1,0.1011,Low risk
CUST0219,69,Male,East,Premium,8,57,2.4,76.27,122.03,0.8,0.22,1.0,1,3.6,0,0,0.31555833333333333,0.09266666666666667,0.2571428571428572,1,0,1,0.9096,High risk
CUST0220,29,Male,North,Basic,40,104,6.1,91.48,1860.09,12.7,0.35,1.0,2,5.5,0,1,0.23631666666666667,0.32999999999999996,0.39285714285714285,1,1,0,0.9718,High risk
CUST0221,56,Male,West,Premium,4,18,20.0,120.99,806.6,0.5,0.26,1.0,0,0.8,0,0,0.7908249999999999,0.09966666666666667,0.05714285714285715,1,3,1,0.0208,Low risk
CUST0222,19,Female,West,Standard,47,51,0.8,105.11,329.34,15.5,0.23,4.9,2,0.5,1,1,0.3315916666666667,0.3926666666666667,2.0357142857142856,0,3,2,0.799,High risk
CUST0223,20,Female,North,Premium,31,48,2.5,79.12,510.98,4.7,0.48,3.4,1,0.5,0,1,0.34968333333333335,0.26766666666666666,0.03571428571428571,0,1,1,0.7393,Medium risk
CUST0224,66,Male,West,Standard,28,66,2.3,137.68,738.88,0.0,0.58,4.2,0,2.7,0,1,0.33498333333333336,0.22999999999999998,0.19285714285714287,1,3,2,0.8692,High risk
CUST0225,54,Female,West,Premium,11,96,1.5,56.15,77.21,11.2,0.23,3.6,2,3.2,1,1,0.15304166666666666,0.30366666666666664,2.2285714285714286,0,3,1,0.9944,High risk
CUST0226,66,Female,South,Standard,43,8,0.9,71.99,232.17,3.7,0.06,5.2,2,1.1,0,0,0.449075,0.14900000000000002,0.07857142857142858,0,2,2,0.0741,Low risk
CUST0227,34,Male,East,Basic,1,22,0.5,74.09,3.09,1.5,0.09,5.2,0,1.0,1,0,0.3971583333333333,0.12133333333333335,2.0714285714285716,1,0,0,0.7947,High risk
CUST0228,66,Male,West,Standard,49,6,8.7,71.93,2555.31,7.3,0.32,4.1,4,6.2,0,0,0.5921916666666667,0.2723333333333333,0.4428571428571429,1,3,2,0.0278,Low risk
CUST0229,19,Male,South,Premium,47,76,2.2,42.92,369.83,13.1,0.37,4.2,0,5.0,0,1,0.22093333333333337,0.3853333333333333,0.35714285714285715,1,2,1,0.8803,High risk
CUST0230,19,Female,East,Premium,52,111,2.7,27.49,321.63,3.3,0.15,4.3,1,0.5,1,1,0.10015833333333332,0.15733333333333335,2.0357142857142856,0,0,1,0.9647,High risk
CUST0231,45,Female,North,Basic,38,57,10.0,87.52,2771.47,1.9,0.48,6.8,4,3.0,1,0,0.45793333333333336,0.2663333333333333,2.2142857142857144,0,1,0,0.0175,Low risk
CUST0232,40,Male,South,Basic,24,104,6.0,56.0,672.0,7.8,0.23,1.0,0,1.9,0,1,0.205,0.21233333333333335,0.1357142857142857,1,2,0,0.9873,High risk
CUST0233,54,Male,South,Basic,54,36,0.6,132.23,357.02,5.7,0.54,2.7,1,0.5,1,0,0.40069166666666667,0.29300000000000004,2.0357142857142856,1,2,0,0.1148,Low risk
CUST0234,49,Male,East,Standard,57,79,3.3,72.82,1141.45,11.0,0.31,5.7,3,0.9,0,0,0.2551,0.35233333333333333,0.0642857142857143,1,0,2,0.0496,Low risk
CUST0235,50,Female,North,Premium,47,92,2.3,67.46,607.7,5.9,0.51,6.2,0,0.5,0,1,0.1898,0.334,0.03571428571428571,0,1,1,0.8867,High risk
CUST0236,18,Female,South,Basic,31,116,6.4,107.83,1782.79,1.4,0.12,4.9,1,0.7,1,1,0.21519166666666667,0.12466666666666668,2.05,0,2,0,0.9859,High risk
CUST0237,36,Female,West,Standard,41,57,5.2,87.07,1546.94,13.4,0.32,3.6,2,1.9,0,0,0.3735583333333334,0.36733333333333335,0.1357142857142857,0,3,2,0.1185,Low risk
CUST0238,19,Female,West,Premium,46,49,4.7,69.73,1256.3,0.6,0.35,7.7,1,0.9,0,0,0.377025,0.21766666666666667,0.0642857142857143,0,3,1,0.1058,Low risk
CUST0239,61,Male,West,Standard,50,45,1.7,55.78,395.11,1.6,0.56,4.4,1,1.0,0,0,0.3262333333333333,0.25333333333333335,0.07142857142857142,1,3,2,0.0418,Low risk
CUST0240,43,Male,North,Standard,26,82,6.5,184.73,2601.61,3.7,0.32,4.1,3,1.6,0,1,0.39435833333333337,0.21233333333333335,0.1142857142857143,1,1,2,0.8653,High risk
CUST0241,49,Male,South,Standard,49,66,0.5,85.85,175.28,4.2,0.14,6.7,2,0.5,0,1,0.26029166666666664,0.20133333333333336,0.03571428571428571,1,2,2,0.9243,High risk
CUST0242,23,Male,West,Standard,50,77,0.7,107.53,313.63,0.1,0.12,5.0,3,2.7,0,1,0.24519166666666664,0.10433333333333333,0.19285714285714287,1,3,2,0.9783,High risk
CUST0243,49,Female,North,Basic,5,45,1.6,44.31,29.54,7.6,0.39,5.9,1,1.0,1,0,0.314925,0.3223333333333333,2.0714285714285716,0,1,0,0.4998,Medium risk
CUST0244,21,Female,West,Standard,20,118,0.5,57.66,48.05,2.2,0.17,6.1,2,1.3,0,1,0.06346666666666669,0.16899999999999998,0.09285714285714286,0,3,2,0.9875,High risk
CUST0245,28,Male,East,Standard,52,79,1.1,138.37,659.56,2.6,0.34,3.3,2,7.3,2,1,0.271225,0.18933333333333335,4.521428571428571,1,0,2,0.9493,High risk
CUST0246,34,Male,South,Premium,41,20,7.1,116.91,2836.04,8.3,0.35,7.5,1,0.8,0,0,0.5550083333333333,0.3433333333333334,0.05714285714285715,1,2,1,0.0371,Low risk
CUST0247,55,Female,South,Standard,11,64,11.8,88.73,959.76,2.4,0.46,1.0,4,2.1,2,0,0.46710833333333335,0.19133333333333336,4.15,0,2,2,0.1218,Low risk
CUST0248,41,Male,North,Premium,56,93,1.5,63.55,444.85,0.2,0.31,1.0,1,1.0,0,1,0.16920833333333332,0.10966666666666666,0.07142857142857142,1,1,1,0.9799,High risk
CUST0249,22,Female,North,Basic,54,106,1.2,67.98,367.09,1.0,0.08,2.6,3,4.5,0,1,0.12431666666666669,0.07533333333333334,0.32142857142857145,0,1,0,0.9866,High risk
CUST0250,69,Male,South,Standard,33,93,1.3,54.72,195.62,15.6,0.31,3.2,1,3.8,1,1,0.15835,0.39566666666666667,2.2714285714285714,1,2,2,0.9717,High risk
CUST0251,51,Male,West,Basic,50,67,1.3,40.29,218.24,0.4,0.18,4.7,1,0.6,0,1,0.23299166666666665,0.12333333333333335,0.04285714285714286,1,3,0,0.9149,High risk
CUST0252,23,Male,West,Basic,38,83,0.5,102.72,162.64,2.2,0.43,2.6,0,2.4,0,1,0.21768333333333334,0.20033333333333336,0.17142857142857143,1,3,0,0.9659,High risk
CUST0253,39,Male,East,Standard,27,3,10.5,91.16,2153.65,3.5,0.6,4.0,2,0.5,1,0,0.6497166666666666,0.2916666666666667,2.0357142857142856,1,0,2,0.008,Low risk
CUST0254,28,Male,West,Premium,34,54,1.0,97.08,275.06,3.4,0.21,3.6,3,6.6,2,0,0.3184,0.16766666666666669,4.4714285714285715,1,3,1,0.3497,Low risk
CUST0255,65,Male,North,Basic,15,78,2.2,64.89,178.45,0.0,0.45,8.0,2,0.9,0,1,0.23257499999999998,0.2416666666666667,0.0642857142857143,1,1,0,0.6882,Medium risk
CUST0256,33,Male,North,Standard,32,64,0.5,82.67,110.23,3.5,0.1,2.4,2,3.6,0,1,0.26430833333333337,0.12033333333333333,0.2571428571428572,1,1,2,0.9662,High risk
CUST0257,50,Female,West,Premium,58,40,7.8,62.04,2338.91,2.4,0.43,1.0,0,0.8,3,1,0.45486666666666664,0.18233333333333335,6.057142857142857,0,3,1,0.7556,High risk
CUST0258,26,Female,North,Basic,21,59,5.3,53.18,493.24,17.9,0.41,6.2,2,2.0,0,0,0.34040000000000004,0.504,0.14285714285714285,0,1,0,0.0572,Low risk
CUST0259,23,Female,South,Standard,46,55,11.7,125.01,5606.7,0.9,0.56,2.6,1,8.2,0,0,0.5255916666666667,0.2176666666666667,0.5857142857142856,0,2,2,0.0604,Low risk
CUST0260,33,Female,South,Standard,5,62,6.1,78.65,199.9,2.2,0.28,3.8,0,4.2,0,1,0.365625,0.17133333333333334,0.3,0,2,2,0.8882,High risk
CUST0261,46,Female,West,Standard,6,4,1.5,90.22,67.66,2.7,0.12,2.7,1,0.5,1,1,0.48810000000000003,0.117,2.0357142857142856,0,3,2,0.9067,High risk
CUST0262,20,Male,South,Basic,38,60,1.1,100.07,348.58,2.5,0.1,5.5,1,1.6,0,0,0.30264166666666664,0.145,0.1142857142857143,1,2,0,0.9022,High risk
CUST0263,37,Male,South,Basic,22,116,4.8,79.02,695.38,5.5,0.15,1.3,1,0.9,0,1,0.16318333333333332,0.154,0.0642857142857143,1,2,0,0.9675,High risk
CUST0264,53,Female,East,Premium,18,75,1.8,82.22,221.99,1.2,0.08,1.0,0,1.1,0,1,0.25001666666666666,0.05733333333333333,0.07857142857142858,0,0,1,0.9605,High risk
CUST0265,36,Male,East,Standard,14,95,3.3,42.4,163.24,1.2,0.15,6.6,2,0.8,0,1,0.17641666666666667,0.15300000000000002,0.05714285714285715,1,0,2,0.9784,High risk
CUST0266,43,Female,South,Basic,10,107,0.5,48.12,20.05,6.5,0.38,4.5,1,0.8,0,1,0.09218333333333331,0.2823333333333333,0.05714285714285715,0,2,0,0.9787,High risk
CUST0267,20,Female,West,Premium,46,96,0.5,46.57,89.26,3.5,0.34,6.1,1,1.6,1,1,0.12755833333333333,0.24166666666666664,2.1142857142857143,0,3,1,0.9852,High risk
CUST0268,36,Male,East,Basic,13,91,3.1,93.16,312.86,2.7,0.56,6.5,1,0.5,1,0,0.22855,0.2996666666666667,2.0357142857142856,1,0,0,0.3856,Low risk
CUST0269,37,Male,North,Standard,31,30,3.3,77.13,657.53,0.9,0.36,2.2,0,1.5,1,0,0.422025,0.15233333333333332,2.107142857142857,1,1,2,0.2498,Low risk
CUST0270,49,Male,North,Basic,30,107,5.6,48.12,673.68,1.0,0.27,4.1,2,0.7,1,1,0.1814333333333333,0.15233333333333332,2.05,1,1,0,0.9893,High risk
CUST0271,24,Female,North,Premium,3,2,0.6,92.4,13.86,0.1,0.34,5.0,0,0.7,0,0,0.48083333333333333,0.17033333333333334,0.049999999999999996,0,1,1,0.0515,Low risk
CUST0272,69,Male,West,Basic,30,62,2.9,91.3,661.92,0.5,0.13,3.8,1,2.7,0,1,0.32016666666666665,0.098,0.19285714285714287,1,3,0,0.964,High risk
CUST0273,58,Female,South,Basic,6,49,0.9,54.15,24.37,4.1,0.33,3.4,3,0.5,0,1,0.2975416666666667,0.21266666666666667,0.03571428571428571,0,2,0,0.7983,High risk
CUST0274,50,Female,North,Basic,29,9,0.5,74.17,89.62,11.1,0.53,3.6,2,1.0,1,0,0.4405583333333334,0.39199999999999996,2.0714285714285716,0,1,0,0.0217,Low risk
CUST0275,57,Female,West,Basic,8,92,2.1,91.41,127.97,1.7,0.15,6.2,0,1.0,0,1,0.20625833333333332,0.156,0.07142857142857142,0,3,0,0.9847,High risk
CUST0276,56,Male,East,Premium,44,31,0.7,49.25,126.41,2.0,0.53,3.5,2,1.3,0,0,0.3499583333333333,0.239,0.09285714285714286,1,0,1,0.0405,Low risk
CUST0277,35,Male,South,Premium,45,98,1.0,91.99,344.96,0.6,0.28,5.2,2,2.2,2,1,0.16749166666666668,0.16333333333333333,4.1571428571428575,1,2,1,0.9941,High risk
CUST0278,57,Female,East,Basic,43,61,1.5,84.03,451.66,2.5,0.15,4.7,0,0.9,0,1,0.29294166666666666,0.14933333333333335,0.0642857142857143,0,0,0,0.9138,High risk
CUST0279,18,Male,West,Standard,44,79,1.2,45.02,198.09,0.2,0.27,2.1,1,0.5,2,1,0.19518333333333335,0.11233333333333334,4.035714285714286,1,3,2,0.986,High risk
CUST0280,28,Male,North,Standard,33,48,0.5,81.59,112.19,12.5,0.09,4.6,0,4.3,0,0,0.3167416666666667,0.2966666666666667,0.3071428571428571,1,1,2,0.2,Low risk
CUST0281,45,Male,North,Premium,17,25,0.5,85.97,60.9,5.6,0.39,1.0,1,7.9,1,1,0.3970583333333333,0.22366666666666665,2.564285714285714,1,1,1,0.6487,Medium risk
CUST0282,42,Female,West,Standard,48,36,0.9,56.22,202.39,23.4,0.1,4.8,1,0.5,0,0,0.34259999999999996,0.48399999999999993,0.03571428571428571,0,3,2,0.041,Low risk
CUST0283,67,Female,North,Basic,11,8,0.5,58.58,26.85,10.7,0.15,5.8,1,1.6,1,0,0.4309,0.30066666666666664,2.1142857142857143,0,1,0,0.1005,Low risk
CUST0284,40,Male,South,Standard,13,73,3.9,44.75,189.07,3.2,0.63,6.2,0,0.8,1,1,0.2622083333333334,0.325,2.057142857142857,1,2,2,0.8675,High risk
CUST0285,48,Female,West,Standard,50,58,1.4,61.53,358.92,3.7,0.23,2.1,1,0.6,1,0,0.28244166666666665,0.15866666666666668,2.0428571428571427,0,3,2,0.3892,Low risk
CUST0286,47,Male,East,Basic,11,101,1.3,74.64,88.95,1.1,0.1,2.9,2,0.8,1,1,0.14828333333333335,0.087,2.057142857142857,1,0,0,0.9921,High risk
CUST0287,59,Male,West,Standard,31,112,1.6,58.66,242.46,3.1,0.28,4.6,1,2.0,0,1,0.10354999999999998,0.19699999999999998,0.14285714285714285,1,3,2,0.9872,High risk
CUST0288,52,Male,South,Basic,28,45,4.3,30.45,305.52,11.7,0.32,3.0,2,0.5,0,0,0.35062499999999996,0.33099999999999996,0.03571428571428571,1,2,0,0.1382,Low risk
